source_text,target_text,source_lang,target_lang,origin,detected_lang
"Enlargement of the shutter box Shutter box Powder coated: dark beige(04), light grey(07), green(13), cream white(15), bordoux(19), black(20), steel olive(26), basalt grey(27) Powder coated: according to RAL Colour Chart Powder coated: dark beige(04), light grey(07), green(13), cream white(15), bordoux(19), black(20), steel olive(26), basalt grey(27) Powder coated: according to RAL Colour Chart One-sided veneering of the guides – Veneer Colour Chart and turnaround times – see page 2 Guide extension N/PPDO-53 single, powder coated: silver(01),white(02),grey(03),light beige(05),dark brown(08),light brown(09),ivory(16),anthracite(23) N/PPDO-79 double, powder coated: silver(01),white(02),grey(03),light beige(05),dark brown(08),light brown(09),ivory(16),anthracite(23) Powder coated: dark beige(04), light grey(07), green(13), biel kremowa(15), bordoux(19), black(20), steel olive(26), basalt grey(27) Powder coated: according to RAL Colour Chart PZO Mounting plate for oval guide cap Powder coated: dark beige(04), light grey(07), green(13), biel kremowa(15), bordoux(19), black(20), steel olive(26), basalt grey(27) Powder coated: according to RAL Colour Chart Curtain PA 39 steel anthracite DB703 (24) Tape roller 11m Refers to roller shutters exceeding 240cm (according to the customer's wish – white or brown) Cord coiler up to 5m SEL SELVE cord coiler to 240cm (according to the customer's wish – white or brown) Cord coiler up to 11m Refers to roller shutters exceeding 240cm (according to the customer's wish – white or brown) Guide Bottom lath Cap for aluminium guides 2 width 0,35 - 2m, max.",Enlargement of the shutter box:,ita_Latn,eng_Latn,pdf_mining,en
"Apart from that, it also offers virtually unlimited freedom of design.","In addition, it provides virtually unlimited design freedom.",ita_Latn,eng_Latn,pdf_mining,en
"Apart from that, it also offers virtually unlimited freedom of design.","En plus, cela offre une liberté de conception presque illimité.",ita_Latn,fra_Latn,pdf_mining,en
"Apart from that, it also offers virtually unlimited freedom of design.","Además, ofrece una libertad de diseño prácticamente ilimitada.",ita_Latn,spa_Latn,pdf_mining,en
"80 | 33415 Verl (Germany) | Tel. +49 5246 507-0 | Fax +49 5246 507-222 | www.heroal.com As a manufacturer of aluminium system solutions for roller shutters, sun protection, roller doors, windows, doors, sliding doors, curtain walls and patio roofs, heroal is an international market leader, supporting high-quality residential and commercial construction projects worldwide.","""80 | Heroal GmbH, Verl (Germany) | Tel. +49 5246 507-0 | Fax +49 5246 507-222 | www.heroal.com",ita_Latn,eng_Latn,pdf_mining,en
"80 | 33415 Verl (Germany) | Tel. +49 5246 507-0 | Fax +49 5246 507-222 | www.heroal.com As a manufacturer of aluminium system solutions for roller shutters, sun protection, roller doors, windows, doors, sliding doors, curtain walls and patio roofs, heroal is an international market leader, supporting high-quality residential and commercial construction projects worldwide.","""80 | Heroal GmbH, Verl (Allemagne) | Tél. +49 5246 507-0 | Fax +49 5246 507-222 | www.heroal.com",ita_Latn,fra_Latn,pdf_mining,en
"Colours for bottom lath of mosquito-net: silver (01), white (02), grey (03), light beige (05), dark brown (08), light brown (09), ivory (16), anthracite (23) Powder coated: dark beige(04), light grey(07), green(13), cream white(15), bordoux(19), black(20), steel olive(26), basalt grey (27) Powder coated: according to RAL Colour Chart ZSKM End cap for aluminium guide mosquito net channel Guide Bottom lath 70€/pc.","""Colors for the bottom lathes of mosquito-net: silver (01), white (02), grey (03), light beige (05), dark brown (08), light brown (09), ivory (16), anthracite (23). Powder coated: dark beige (04), light grey (07), green (13), cream white (15), burgundy (19), black (20), steel olive (26), basalt grey (27). According to RAL Color Chart ZSKM, end cap for aluminium guide mosquito net channel. Guide bottom lathes 70€/pc.""",ita_Latn,eng_Latn,pdf_mining,en
"This results in high thermal insulation values and sound insulation factors, as well as optimal profile stability.","This leads to high thermal insulation values and sound insulation factors, as well as optimal profile stability.",ita_Latn,eng_Latn,pdf_mining,en
"This results in high thermal insulation values and sound insulation factors, as well as optimal profile stability.","Cela entraîne des valeurs d'isolation thermique élevées et des facteurs d'isolation acoustique excellents, en plus de la stabilité optimale des profils.",ita_Latn,fra_Latn,pdf_mining,en
"This results in high thermal insulation values and sound insulation factors, as well as optimal profile stability.","Esto resulta en valores de aislamiento térmico altos y factores de aislamiento acústico excelentes, además de la estabilidad óptima de las perfiles.",ita_Latn,spa_Latn,pdf_mining,en
"Logically, our quality assurance system has been DIN ISO 9001 certified.","Logically, our quality assurance system has been certified according to DIN ISO 9001.",ita_Latn,eng_Latn,pdf_mining,en
80 27 175 35 5 237 280 108 Armour Ø 200 averaged 8 8 80 27 216 37 27 175 35 5 237 108 80 27 175 35 5 237 300 108 Armour Ø 200 averaged 8 8 80 27 216 57 27 175 35 5 237 108 80 27 175 35 5 237 345 108 Armour Ø 200 averaged 8 8 80 27 216 102 27 175 35 5 237 108 80 27 175 35 5 237 365 108 Armour Ø 200 averaged 8 8 80 27 216 122 27 175 35 5 237 108 35 237 28 300 27 216 37 280 80 / 100 13 173 / 153 35 237 28 300 27 216 57 300 80 / 100 13 193 / 173 100 182 35 5 280 95 Armour Ø 200 averaged 8 8 100 27 216 37 27 182 35 5 244 27 95 300 Armour Ø 200 averaged 8 8 27 216 57 100 182 35 5 244 95 100 27 182 35 5 244 27 95 35 237 28 300 27 216 102 345 80 / 100 13 238 / 218 35 237 28 300 27 216 122 365 80 / 100 13 258 / 238 345 Armour Ø 200 averaged 8 8 27 216 102 100 182 35 5 244 95 100 27 182 35 5 244 27 95 365 Armour Ø 200 averaged 8 8 27 216 122 100 182 35 5 244 95 100 27 182 35 5 244 27 95 ROKA-TOP® 2 RG corner solutions 19 Masonry: 365 mm 1) Box width: 365 mm Box height: 300 mm Clearance width: 216 mm Clearance height: 230 mm Masonry: 175 mm Insulation: 200 mm Wall thickness: 375 mm 1) Box width: 280 mm Box height: 300 mm Clearance width: 216 mm Clearance height: 230 mm Masonry: 200 mm Insulation: 200 mm Wall thickness: 400 mm 1) Box width: 300 mm Box height: 300 mm Clearance width: 216 mm Clearance height: 230 mm Masonry: 240 mm Insulation: 200 mm Wall thickness: 440 mm 1) Box width: 345 mm Box height: 300 mm Clearance width: 216 mm Clearance height: 230 mm ROKA-TOP® 2 RG for monolithic masonry ROKA-TOP® 2 RG for ETICS masonry and 175 mm rear masonry ROKA-TOP® 2 RG for ETICS masonry and 200 mm rear masonry ROKA-TOP® 2 RG for ETICS masonry and 240 mm rear masonry Masonry: 175 mm Insulation: 200 mm Wall thickness: 375 mm 1) Box width: 280 mm Box height: 300 mm Clearance width: 233 mm Clearance height: 230 mm Masonry: 200 mm Insulation: 200 mm Wall thickness: 400 mm 1) Box width: 300 mm Box height: 300 mm Clearance width: 233 mm Clearance height: 230 mm Masonry: 240 mm Insulation: 200 mm Wall thickness: 440 mm 1) Box width: 345 mm Box height: 300 mm Clearance width: 233 mm Clearance height: 230 mm ROKA-TOP® 2 RG ETICS for ETICS masonry and 175 mm rear masonry ROKA-TOP® 2 RG ETICS for ETICS masonry and 200 mm rear masonry ROKA-TOP® 2 RG ETICS for ETICS masonry and 240 mm rear masonry Masonry: 150 mm Insulation: 120 mm Air layer: 30 mm Brick masonry: 115 mm Wall thickness: 415 mm 1) Box width: 300 mm Box height: 300 mm Clearance width: 233 mm Clearance height: 230 mm Masonry: 175 mm Insulation: 140 mm Air layer: 30 mm Brick masonry: 115 mm Wall thickness: 460 mm 1) Box width: 345 mm Box height: 300 mm Clearance width: 233 mm Clearance height: 230 mm Masonry: 200 mm Insulation: 140 mm Air layer: 25 mm Brick masonry: 115 mm Wall thickness: 480 mm 1) Box width: 365 mm Box height: 300 mm Clearance width: 233 mm Clearance height: 230 mm ROKA-TOP® 2 RG Brick for brick masonry and 150 mm rear masonry ROKA-TOP® 2 RG Brick for brick masonry and 175 mm rear masonry ROKA-TOP® 2 RG Brick for brick masonry and 200 mm rear masonry Construction illustrations apply subject to technical changes.,"""The averaged dimensions for Armour Ø 200 with a wall thickness of 200mm are: 80.27mm x 35mm x 237mm (length x width x height). The dimensions for the masonry are as follows:",ita_Latn,eng_Latn,pdf_mining,en
Q-LON profiles bring true benefits for you!,"""Q-LON profiles bring real benefits for you!""",ita_Latn,eng_Latn,pdf_mining,en
"surface 4,3m PVC 220 mm PA-39 ø 40+PZ50 PA-39 ø 40-rygiel PA-39 ø 60-rygiel PA-39 ø 60+PZ70 PA-39 ø 40-WB.","""Surface: 4.3m PVC, 220mm PA-39 with 40mm and 50mm eyelets, PA-39 with 40mm and 60mm eyelets, 60mm and 70mm eyelets, and PA-39 with 40mm eyelets and WB.""",ita_Latn,eng_Latn,pdf_mining,da
"surface 4,3m PVC 220 mm PA-39 ø 40+PZ50 PA-39 ø 40-rygiel PA-39 ø 60-rygiel PA-39 ø 60+PZ70 PA-39 ø 40-WB.","""Surface : 4,3m PVC, 220mm PA-39 de 40mm et 50mm de vis, PA-39 de 40mm et 60mm de vis, 60mm et 70mm de vis, et PA-39 de 40mm de vis et WB.""",ita_Latn,fra_Latn,pdf_mining,da
"surface 4,3m PVC 220 mm PA-39 ø 40+PZ50 PA-39 ø 40-rygiel PA-39 ø 60-rygiel PA-39 ø 60+PZ70 PA-39 ø 40-WB.","""Superficie: 4,3m de PVC, 220mm de PA-39 de 40mm y 50mm de",ita_Latn,spa_Latn,pdf_mining,da
"- 47 Red = insulation Red = insulation Element width - 70 mm = groove bottom Division width 1 Element width Element width Division width 1 Division width 1 – 47 mm = groove bottom 1 szerokość podziału 1 – 62,5 mm = dno wpustu 1 Division width 2 – 47 mm = groove bottom 2 szerokość podziału 2 – 62,5 mm = dno wpustu 2 Division width 2 Division width 2 Element width 17 TECHNICAL DATA ROKA-TOP® 2 corner solutions Illustration on the basis of specified roller shutter diameter.","""- 47mm Red insulation = insulation element width - 70mm = groove bottom division width 1 element width, element width division width 1 - 47mm = groove bottom 1, width of division 1 - 62.5mm = sump inlet width 1. Width of division 2 - 47mm = groove bottom 2, width of division 2 - 62.5mm = sump inlet width 2. Width of division 2, width of division 2, element width = 17 TECHNICAL DATA ROKA-TOP® 2 corner solutions Illustration based on specified roller shutter diameter.""",ita_Latn,eng_Latn,pdf_mining,en
"- 47 Red = insulation Red = insulation Element width - 70 mm = groove bottom Division width 1 Element width Element width Division width 1 Division width 1 – 47 mm = groove bottom 1 szerokość podziału 1 – 62,5 mm = dno wpustu 1 Division width 2 – 47 mm = groove bottom 2 szerokość podziału 2 – 62,5 mm = dno wpustu 2 Division width 2 Division width 2 Element width 17 TECHNICAL DATA ROKA-TOP® 2 corner solutions Illustration on the basis of specified roller shutter diameter.","""- 47mm = largeur d'isolation rouge = largeur d'élément d'isolation - 70mm = largeur de division de base 1, large",ita_Latn,fra_Latn,pdf_mining,en
Pushing the curtain up or lifting it out is made more difficult because of the push-up safeguard „Click Stop“ and an especially sturdy guide rail.,"Lifting or pulling up the curtain is made more challenging due to the ""Click Stop"" push-up safety mechanism and the robust guide rail.",ita_Latn,eng_Latn,pdf_mining,en
Pushing the curtain up or lifting it out is made more difficult because of the push-up safeguard „Click Stop“ and an especially sturdy guide rail.,"Soulever ou tirer la courtain est rendu plus difficile en raison du dispositif de sécurité ""Click Stop"" qui empêche la chute et d'une rail guidage particulièrement solide.",ita_Latn,fra_Latn,pdf_mining,en
Pushing the curtain up or lifting it out is made more difficult because of the push-up safeguard „Click Stop“ and an especially sturdy guide rail.,"Sobrar o levantar la cortina resulta más difícil debido a la seguridad anticaída ""Click Stop"" y un guía rígido especial.",ita_Latn,spa_Latn,pdf_mining,en
"area 4,3 m Internal cover 90 mm 90 mm External cover 195 mm 255 mm External blind 150 mm 210 mm max.","Area: 4.3 m², Internal cover: 90 mm, External cover: 195 mm x 255 mm, External blind: 150 mm x 210 mm max.",ita_Latn,eng_Latn,pdf_mining,en
"area 4,3 m Internal cover 90 mm 90 mm External cover 195 mm 255 mm External blind 150 mm 210 mm max.","Surface intérieure : 4,3 m², Couvert intérieur : 90 mm, Couvert extérieur : 195 mm x 255 mm, Volet extérieur : 150 mm x 210 mm max.",ita_Latn,fra_Latn,pdf_mining,en
"area 4,3 m Internal cover 90 mm 90 mm External cover 195 mm 255 mm External blind 150 mm 210 mm max.","Área: 4,3 m², Cubierta interior: 90 mm, Cubierta exterior: 195 mm x 255 mm, Persiana exterior: 150 mm x 210 mm max.",ita_Latn,spa_Latn,pdf_mining,en
Foamed-in steel reinforcements ensure optimal stability.,Foamed-in steel reinforcements ensure optimal stability.,ita_Latn,eng_Latn,pdf_mining,en
The flame retardant properties of our EPDM make our gaskets practically impervious to temperature fluctuations.,The flame retardant qualities of our EPDM make our gaskets virtually resistant to temperature changes.,ita_Latn,eng_Latn,pdf_mining,en
"Protection from noise is an important characteristic of a modern window, ensuring a comfortable life, both at home and in the office.","Noise insulation is an essential feature of a modern window, ensuring a comfortable life both at home and in the office.",ita_Latn,eng_Latn,pdf_mining,en
"Instead, they are fitted with a locking device in- tegrated in the slat system that prevents sideways movement.","Instead, they are fitted with a locking device integrated into the slat system, preventing lateral movement.",ita_Latn,eng_Latn,pdf_mining,en
"Instead, they are fitted with a locking device in- tegrated in the slat system that prevents sideways movement.","Au lieu de cela, ils sont équipés d'un dispositif de verrouillage intégré dans le système des lattes qui empêche le mouvement latéral.",ita_Latn,fra_Latn,pdf_mining,en
"Instead, they are fitted with a locking device in- tegrated in the slat system that prevents sideways movement.","En vez de eso, están equipados con un dispositivo de bloqueo integrado en el sistema de las laminas que impide el movimiento lateral.",ita_Latn,spa_Latn,pdf_mining,en
Only for boxes over 137 mm.,For boxes larger than 137 mm.,ita_Latn,eng_Latn,pdf_mining,en
* boxes 180 and 155 EXAKT 245 220 49 245 220 49 EXTE EXAKT TOPMOUNTED ROLLER SHUTTER MAXIMUM ROLLER SHUTTER HEIGHT (WINDOW HEIGHT + BOX HEIGHT) IN MM BOX H mm B mm ARMOUR TYPE ALU 39 155 155 181* 1600 1600 1400 181 181 206* 2300 2400 2100 220 220 245* 3500 3500 3300 Ø 40 Ø 50 Ø 60 ROLLER SHUTTER SYSTEM FAÇADE BLIND INSERT STATIC CONSOLES STEEL REINFORCEMENT Exte Exakt NO NO YES (option) * for an integrated mosquito net +18 mm should be added to the box depth 181 155 49 155 181 49 206 181 49 206 181 49 16 17 ROUNDED REVISED FROM THE FRONT The structural load statics can be improved by anchoring the Expert XT box to the lintel.,"Boxes 180 and 155 have the following EXACT dimensions in millimeters: 245 x 220 x 49 x 245 x 220 x 49. The roller shutter's maximum height is the sum of the window height and box height. Box H is mm, B is mm. Aluminum armour type: 39 x 155 x 155 x 181. Roller shutter system for facade blinds with static consoles and steel reinforcement. Optional integrated mosquito net, add 18 mm to the box depth for box 155 and 181 for box 180. Rounded, revised from the front. The structural load statics can be improved by anchoring the Expert XT box to the lintel.",ita_Latn,eng_Latn,pdf_mining,en
* boxes 180 and 155 EXAKT 245 220 49 245 220 49 EXTE EXAKT TOPMOUNTED ROLLER SHUTTER MAXIMUM ROLLER SHUTTER HEIGHT (WINDOW HEIGHT + BOX HEIGHT) IN MM BOX H mm B mm ARMOUR TYPE ALU 39 155 155 181* 1600 1600 1400 181 181 206* 2300 2400 2100 220 220 245* 3500 3500 3300 Ø 40 Ø 50 Ø 60 ROLLER SHUTTER SYSTEM FAÇADE BLIND INSERT STATIC CONSOLES STEEL REINFORCEMENT Exte Exakt NO NO YES (option) * for an integrated mosquito net +18 mm should be added to the box depth 181 155 49 155 181 49 206 181 49 206 181 49 16 17 ROUNDED REVISED FROM THE FRONT The structural load statics can be improved by anchoring the Expert XT box to the lintel.,Les boîtes,ita_Latn,fra_Latn,pdf_mining,en
® RL2000 with mosquito net A TYPE OF OF INSTALLATION The whole roller shutter is mounted on the building facade.,The RL2000 roller shutter with mosquito net is installed in this way: The entire unit is mounted on the building facade.,ita_Latn,eng_Latn,pdf_mining,en
® RL2000 with mosquito net A TYPE OF OF INSTALLATION The whole roller shutter is mounted on the building facade.,Le RL2000 voile-rideau à mailles anti-moustique est installé de cette manière : Le tout-court est monté sur la façade du bâtiment.,ita_Latn,fra_Latn,pdf_mining,en
® RL2000 with mosquito net A TYPE OF OF INSTALLATION The whole roller shutter is mounted on the building facade.,La roller shutter RL2000 con rejilla antmosquitos se instala de esta manera: El conjunto completo se monta en la fachada del edificio.,ita_Latn,spa_Latn,pdf_mining,en
"A perfect window requires good profiles, sound manufacturing processes and excellent installation.","A perfect window requires good profiles, sound manufacturing processes, and expert installation.",ita_Latn,eng_Latn,pdf_mining,en
Improved security The windows and doors can be reinforced with security hardware and additional burglar-resistant measures without any problems.,Enhanced security: Windows and doors can be fortified with security hardware and extra burglar-resistant features without any issues.,ita_Latn,eng_Latn,pdf_mining,en
Improved security The windows and doors can be reinforced with security hardware and additional burglar-resistant measures without any problems.,Sécurité améliorée : Fenêtres et portes peuvent être renforcées avec matériel de sécurité et des mesures supplémentaires antirouille sans aucun problème.,ita_Latn,fra_Latn,pdf_mining,en
Improved security The windows and doors can be reinforced with security hardware and additional burglar-resistant measures without any problems.,Seguridad mejorada: Ventanas y puertas pueden ser refuerzadas con hardware de seguridad y medidas adicionales antinrobo sin problemas.,ita_Latn,spa_Latn,pdf_mining,en
This spirit can be felt at all of the company’s divisions.,This feeling can be sensed in all the company's divisions.,ita_Latn,eng_Latn,pdf_mining,en
"EPDM gaskets for timber windows H-SEMP-FFD-10 Height of rebate: 10 mm Groove width: 3 mm Groove depth: 5 mm Gap size: 4-6 mm Packaging unit: 200 m Colours: H-SEMP-FFD-12v3 Height of rebate: 12 mm Groove width: 5 mm Groove depth: 8 mm Gap size: 4-6 mm Packaging unit: 200 m Colours: H-SEMP-FFD-12v2 Height of rebate: 12 mm Groove width: 5 mm Groove depth: 8 mm Gap size: 4-6 mm Packaging unit: 200 m Colours: Timber cross-section with two sash rebate gasket n te Perimeter seals H-SEMP-ÜD-V1 Height of rebate: 7.5 mm Groove width: 3 mm Groove depth: 5 mm Rebate width: 3 mm Packaging unit: 200 m Colours: H-SEMP-ÜD-V2 Height of rebate: 7.5 mm Groove width: 3 mm Groove depth: 5 mm Rebate width: 3 mm Packaging unit: 200 m Colours: Timber cross-section with sash rebate gasket and perimeter seals © Semperit Gummiwerk Deggendorf GmbH, 03/2014 This brochure was prepared in good faith and to the best of our knowledge.","""EPDM gaskets for timber windows:",ita_Latn,eng_Latn,pdf_mining,en
"For roller shutters with external blind, it is advisable to include a stabilizing console of over 1.5 m. PA-52 curtain (including lateral caps) 2 0,67-1,8 m wide_ max.","For roller shutters with external blinds, it is recommended to include a stabilizing console that is over 1.5m long. PA-52 curtain (including side caps) should be a maximum of 2 pieces, each 0.67-1.8m wide.",ita_Latn,eng_Latn,pdf_mining,en
"For roller shutters with external blind, it is advisable to include a stabilizing console of over 1.5 m. PA-52 curtain (including lateral caps) 2 0,67-1,8 m wide_ max.","Pour rollavesines à volet extérieur, il est conseillé d'intégrer un support stabilisateur d'au moins 1,5 m de longueur. La courtainne PA-52 (y compris les chapitres latéraux) doit avoir une largeur maximale de 2 pièces, chacune de 0,67-1,8 m de large.",ita_Latn,fra_Latn,pdf_mining,en
"For roller shutters with external blind, it is advisable to include a stabilizing console of over 1.5 m. PA-52 curtain (including lateral caps) 2 0,67-1,8 m wide_ max.","Para rollo blindados con persianas exteriores, se recomienda incluir un módulo de estabilización de más de 1,5 m de longitud",ita_Latn,spa_Latn,pdf_mining,en
"b - with fixing lugs Alternative means of mechanical fixing to (a) above, most commonly used on new build applications to enable factory glazed frames to be used.","Alternative methods for mechanical fixing to (a) above, commonly used in new build applications for installing factory-glazed frames.",ita_Latn,eng_Latn,pdf_mining,en
"b - with fixing lugs Alternative means of mechanical fixing to (a) above, most commonly used on new build applications to enable factory glazed frames to be used.","Des alternatives de fixation mécanique supplémentaires pour (a) ci-dessus, couramment utilisées dans les applications neufs pour permettre l'utilisation de cadres vitrés fabriqués en usine.",ita_Latn,fra_Latn,pdf_mining,en
"b - with fixing lugs Alternative means of mechanical fixing to (a) above, most commonly used on new build applications to enable factory glazed frames to be used.","Métodos alternativos de fijación mecánica para (a) arriba, comúnmente utilizados en aplicaciones de nueva construcción para instalar marcos de vidrio fabricados en fábrica.",ita_Latn,spa_Latn,pdf_mining,en
5 DECEUNINCK ENVIRONMENTAL POLICY Deceuninck Limited is committed to protecting the local and global environment of the Earth.,Deceuninck Limited is committed to protecting the local and global environment of Earth.,ita_Latn,eng_Latn,pdf_mining,en
"RETROACTIVE SHUTTER BOX INSULATION THERMO-FLEX (NEOLINE) Beck+Heun – Beste Werte fürs Haus 26 NOTICES Please note General information List of abbreviations The written, as well as graphic content of this document was ­prepared with particular care.","""Retroactive Shutter Box Insulation Thermo-Flex (NEOLINE) by Beck+Heun – Best Values for the House 26 NOTICES: Please note General information List of abbreviations This document was carefully prepared, both in written and graphic content.""",ita_Latn,eng_Latn,pdf_mining,en
"RETROACTIVE SHUTTER BOX INSULATION THERMO-FLEX (NEOLINE) Beck+Heun – Beste Werte fürs Haus 26 NOTICES Please note General information List of abbreviations The written, as well as graphic content of this document was ­prepared with particular care.","""Isolation de la boîte de volet rétroactive Thermo-Flex (NEOLINE) de Beck+Heun – Meilleures valeurs pour la maison 26 AVIS : Nous soulignons que l'information écrite et graphique de ce document a été élaborée avec grande soin.""",ita_Latn,fra_Latn,pdf_mining,en
"RETROACTIVE SHUTTER BOX INSULATION THERMO-FLEX (NEOLINE) Beck+Heun – Beste Werte fürs Haus 26 NOTICES Please note General information List of abbreviations The written, as well as graphic content of this document was ­prepared with particular care.","""Isolación de caja de persianas retroactiva Thermo-Flex (NEOLINE) de Beck+Heun – Mejores opciones para la casa 26 AVISOS: Tengan en cuenta que el contenido escrito",ita_Latn,spa_Latn,pdf_mining,en
"As a window manufacturer, we are able to offer our customers what other roller shutters manufacturers cannot provide – installation of the roller shutter on window frames, renovation frames and monoblock frames during the production stage.","As a window manufacturer, we are able to provide our customers with a service that other roller shutter manufacturers cannot offer – the installation of roller shutters on window frames, renovation frames, and monoblock frames during the production stage.",ita_Latn,eng_Latn,pdf_mining,en
"As a window manufacturer, we are able to offer our customers what other roller shutters manufacturers cannot provide – installation of the roller shutter on window frames, renovation frames and monoblock frames during the production stage.","En tant que fabricant de fenêtres, nous sommes en mesure de proposer à nos clients un service que les fabricants de volets roulants ne peuvent offrir – l'installation de volets roulants sur des cadres de fenêtres, des cadres de rénovation et des cadres monoblocs durant la phase de production.",ita_Latn,fra_Latn,pdf_mining,en
"As a window manufacturer, we are able to offer our customers what other roller shutters manufacturers cannot provide – installation of the roller shutter on window frames, renovation frames and monoblock frames during the production stage.","Como fabricante de ventanas, podemos ofrecer a nuestros clientes un servicio que los fabricantes de rollos de blinds no pueden proveer – la instalación de rollos de blinds en marcos de ventanas, marcos de renovación y",ita_Latn,spa_Latn,pdf_mining,en
*in the colours of the Q-LON profiles Q-LON Stand 04/12 Tests and results Compression set: < 15% after 1 hour relief of 50% compression at 70 °C and 24 hours.,"""Compression set of Q-LON profiles after 1 hour of 50% compression at 70 °C and 24 hours relief: less than 15%.""",ita_Latn,eng_Latn,pdf_mining,en
*in the colours of the Q-LON profiles Q-LON Stand 04/12 Tests and results Compression set: < 15% after 1 hour relief of 50% compression at 70 °C and 24 hours.,"""Résultats des essais Q-LON Stand 04/12 : réduction de forme inférieure à 15% après 1 heure de décharge de 50% de compression à 70 °C et 24 heures.""",ita_Latn,fra_Latn,pdf_mining,en
*in the colours of the Q-LON profiles Q-LON Stand 04/12 Tests and results Compression set: < 15% after 1 hour relief of 50% compression at 70 °C and 24 hours.,"""Desperdición de forma de perfiles Q-LON en los ensayos Q-LON Stand 04/12: menor de un 15% después de una hora de descompresión del 50% en 70 °C y 24 horas.""",ita_Latn,spa_Latn,pdf_mining,en
"Growing at a constant rate, the present range of standard gaskets includes six sash-rebate and two perimeter seals.",The current range of standard gaskets is expanding at a constant rate and includes six sash-rebate types and two perimeter seals.,ita_Latn,eng_Latn,pdf_mining,en
24 21 13 0150 | 0825 profine GmbH Kömmerling Zweibrücker Straße 200 66954 Pirmasens Tel. +49 (0) 6331 560 E-mail: info@koemmerling.com www.koemmerling.com #KömmerlingForTomorrow,"""24 21 13 0150 | (825) profine GmbH Kömmerling Zweibrücker Straße 200, 66954 Pirmasens, Germany. Tel: +49 (0) 6331 560. Email: info@koemmerling.com. Website: www.koemmerling.com. #KömmerlingForTomorrow""",ita_Latn,eng_Latn,pdf_mining,de
"261 41726, Institut für Fenstertechnik e.V.","Institute for Window Technology, 261 41726",ita_Latn,eng_Latn,pdf_mining,de
"261 41726, Institut für Fenstertechnik e.V.","Institut pour la technologie des fenêtres, 261 41726",ita_Latn,fra_Latn,pdf_mining,de
"261 41726, Institut für Fenstertechnik e.V.","Instituto para Tecnología de Ventanas, 261 41726",ita_Latn,spa_Latn,pdf_mining,de
height of the shutter with box Max.,Height of the boxed shutter (Max).,ita_Latn,eng_Latn,pdf_mining,en
They can be revised either from the outside or from the inside.,They can be revised from the outside or the inside.,ita_Latn,eng_Latn,pdf_mining,en
A number of different guide rails supplement the range of products.,A number of different guide rails supplement our product range.,ita_Latn,eng_Latn,pdf_mining,en
"However, if you constantly open the windows, you will waste energy unnecessarily.","If you keep opening the windows, you will unnecessarily lose energy.",ita_Latn,eng_Latn,pdf_mining,en
"In addition to the RAL colours, this is also available in exclusive Les Couleurs® Le Corbusier according to the heroal powder database.","In addition to RAL colors, this is also available in exclusive Les Couleurs® Le Corbusier according to the Heroal powder database.",ita_Latn,eng_Latn,pdf_mining,en
"Die Dichtung verbessert den Schallschutz, reduziert u.a.","""The sealing improves sound insulation, reduces, for example.""",ita_Latn,eng_Latn,pdf_mining,de
The motor is intended for use with a winding tube of 40 or 50 mm diameter.,The motor is designed for use with a winding tube having a diameter of 40 or 50 millimeters.,ita_Latn,eng_Latn,pdf_mining,en
"In 2017, damage to roofs, façade and roller shutters caused by squalls or hailstorms amounted to around 610 million euro.","In 2017, the damage to roofs, facades, and roller shutters caused by squalls or hailstorms amounted to approximately 610 million euros.",ita_Latn,eng_Latn,pdf_mining,en
"In 2017, damage to roofs, façade and roller shutters caused by squalls or hailstorms amounted to around 610 million euro.","En 2017, les dommages occasionnés par des orages ou des orages de grêle sur les toits, les façades et les volets roulants s'élevaient à environ 610 millions d'euros.",ita_Latn,fra_Latn,pdf_mining,en
"In 2017, damage to roofs, façade and roller shutters caused by squalls or hailstorms amounted to around 610 million euro.","En 2017, el daño en los techos, fachadas y persianas de rollo causado por tormentas o tormentas de granizados ascendió a alrededor de 610 millones de euros.",ita_Latn,spa_Latn,pdf_mining,en
"PRIMO TKS ( TPV ) Thermoplastic vulcanizate, increased head resistance, PVC-free, weldable, is used for outdoor areas Properties Rubber-elastic properties with part vulcanization.","""First choice: PRIMO TKS (TPV) thermoplastic vulcanizate, enhanced head resistance, PVC-free, weldable, suitable for outdoor applications. Characteristics: Elastomeric properties with partial vulcanization.""",ita_Latn,eng_Latn,pdf_mining,en
"PRIMO TKS ( TPV ) Thermoplastic vulcanizate, increased head resistance, PVC-free, weldable, is used for outdoor areas Properties Rubber-elastic properties with part vulcanization.","""Première option : PRIMO TKS (TPV) thermoplaste vulcanisée, résistance tête améliorée, sans PVC, soudable, adaptée pour des zones extérieures. Propriétés : Élastométriques avec vulcanisation partielle.""",ita_Latn,fra_Latn,pdf_mining,en
"PRIMO TKS ( TPV ) Thermoplastic vulcanizate, increased head resistance, PVC-free, weldable, is used for outdoor areas Properties Rubber-elastic properties with part vulcanization.","""Primer elección: PRIMO TKS (TPV) termoplástico vulcanizado, resistencia de la cabeza mejorada, sin PVC, soldable, adecuada para áreas exteriores. Características: Elásticas con vulcanización parcial.""",ita_Latn,spa_Latn,pdf_mining,en
Improved flexibility Kömmerling 88 centre seal is a flexible end-to-end system for windows and doors.,"""Improved flexibility Kömmerling 88 centre seal is a flexible end-to-end system for windows and doors.""",ita_Latn,eng_Latn,pdf_mining,en
