source_text,target_text,source_lang,target_lang,origin
"Perfezione tecnica e sicurezza fisico-costruttiva Cassonetti per avvolgibili per il futuro 3 Dal sistema al giusto elemento GAMMA DEI PRODOTTI I vantaggi del sistema in breve Abbiamo pensato a tutto, dalla A alla Z Pagine 04 / 05 ROKA-THERM L’affidabile modello di base Pagine 06 / 07 ROKA-VARIO Lo specialista per muratura di rivestimento e con cappotto Pagine 08 / 09 ROKA-OUTSIDE Ideale per case passive e a basso consumo energetico Pagine 10 / 11 ROKA-H Il sistema intelligente con cassaforma integrata Pagine 12 / 13 ROKA-RUBO L’elemento ad arco rotondo eclettico ed elegante Pagine 14 –17 ROKA-TWIN L’elemento a costruzione leggera per cassonetti in aggetto Pagina 18 Accessori Tutto ciò di cui ha bisogno il cassonetto di un avvolgibile Pagina 19 Per muratura monolitica Per facciate con sistemi com- positi di isolamento termico Per muratura di rivestimento Ispezione da lato ambiente Chiuso su lato ambiente Struttura PLATINUM® Pagina ROKA-THERM X XX –  –  6 ROKA-THERM-RG X XX – –   6 ROKA-VARIO VO – – X  –  8 ROKA-VARIO-RG VO – – X –   8 ROKA-VARIO VW – X –  –  8 ROKA-VARIO-RG VW – X – –   8 ROKA-OUTSIDE – X – –   10 ROKA-H X XX –  –  12 ROKA-H-RG X XX – –   12 ROKA-RUBO EXKLUSIV X X X  – – 14 ROKA-RUBO EXKLUSIV-RG X X X –  – 14 ROKA-TWIN X X – –  – 18 PRODOTTO USO Fornitura standard – Non disponibile Disponibilità opzionale X Variante consigliata XX Possibile variante alternativa 4 Abbiamo pensato a tutto, dalla A alla Z I vantaggi del sistema in breve Il materiale Materiale a particolare risparmio energetico, lo Styropor® è estremamente ecosostenibile e quindi molto adatto alla costruzione dei cassonetti Beck+Heun.","""Perfect technical and physical safety for Cassonetti wrap-around systems for the future, from A to Z. Pages 4/5: ROKA-THERM - The reliable basic model. Pages 6/7: ROKA-VARIO - The specialist for insulated wall cladding. Pages 8/9: ROKA-OUTSIDE - Ideal for passive houses and low energy consumption. Pages 10/11: ROKA-H - The intelligent system with integrated casing. Pages 12/13: ROKA-RUBO - The elegant and versatile round arch element. Pages 14-17: ROKA-TWIN - The lightweight element for overhanging cabinets. Page 18: Accessories - Everything a wrap-around cabinet needs. For monolithic masonry, for facades with thermal ins",ita_Latn,eng_Latn,pdf_mining
Delle testate laterali nella zona di appoggio.,Of the side heads in the supporting zone.,ita_Latn,eng_Latn,pdf_mining
Per questo motivo si ha bisogno di cassonetti innovativi.,"For this reason, we need innovative containers.",ita_Latn,eng_Latn,pdf_mining
"*Altezza cassaforma interna + esterna variabile su richiesta; spessore cassaforma 35 mm, **per cassaforma maggiorata 50 mm all’esterno ROKA-H con cassaforma maggiorata (opzionale) ROKA-H-RG con cassaforma maggiorata (opzionale) 14 L’elemento ad arco rotondo eclettico ed elegante ROKA-RUBO Aspetto piacevole e sviluppo tecnico: questi sono gli elementi ad arco rotondo ROKA-RUBO di Beck+Heun.","Height of inner and outer casing is adjustable on request; casing thickness is 35 mm, for an enlarged casing ROKA-H with an optional enlarged casing ROKA-H-RG and an optional casing enlargement of 14 L. The round arch element ROKA-RUBO is both pleasing in appearance and technically advanced: these are the round arch elements ROKA-RUBO from Beck+Heun.",ita_Latn,eng_Latn,pdf_mining
"*Altezza cassaforma interna + esterna variabile su richiesta; spessore cassaforma 35 mm, **per cassaforma maggiorata 50 mm all’esterno ROKA-H con cassaforma maggiorata (opzionale) ROKA-H-RG con cassaforma maggiorata (opzionale) 14 L’elemento ad arco rotondo eclettico ed elegante ROKA-RUBO Aspetto piacevole e sviluppo tecnico: questi sono gli elementi ad arco rotondo ROKA-RUBO di Beck+Heun.","La hauteur de la coque intérieure et extérieure est réglable à la demande ; l'épaisseur de la coque est de 35 mm, pour une coque agrandie ROKA-H avec une coque agrandie ROKA-H-RG et une agrandissement de coque facultatif de 14 L. L'élément d'",ita_Latn,fra_Latn,pdf_mining
Le misure reali (vano avvolgibile ecc.) da verificare.,The real measurements (including those that can be wrapped up) to be verified.,ita_Latn,eng_Latn,pdf_mining
Stabilità L’elevata e duratura stabilità è la caratteristica che identifica i nostri cassonettii.,"""Our tank trailers are characterized by high and durable stability.""",ita_Latn,eng_Latn,pdf_mining
19 Beck+Heun offre un vasto pacchetto di accessori per cassonetti.,"""19 Beck+Heun offers a vast assortment of accessories for cabinets.""",ita_Latn,eng_Latn,pdf_mining
In modo è possibile integrare senza problemi anche la zanzariera.,"In this way, the mosquito net can be integrated without issues.",ita_Latn,eng_Latn,pdf_mining
"L’immagine mostra il ROKA-VARIO-clinker (VO) 9 ROKA-VARIO-RG Chiuso su lato ambiente ROKA-VARIO-RG-clinker (VO) ROKA-VARIO-RG-WDVS (VW) ROKA-VARIO-RG VO 24 VW 24 ROKA-VARIO-RG VO 28 VW 28 ROKA-VARIO-RG VO 30 VW 30 ROKA-VARIO-RG VO 34,5 VW 34,5 ROKA-VARIO-RG VO 36,5 VW 36,5 A Larghezza cassonetto (mm) 240 280 300 345 365 B Altezza cassonetto (mm) 250 250 / 300 250 / 300 250 / 300 250 / 300 C Spessore lato interno (mm) 55 55 55 75 75 D Larghezza cuneo isolante (mm) VO 105 VW 95 VO 145 VW 135 VO 165 VW 155 VO 190 VW 180 VO 210 VW 200 E Altezza cuneo isolante (mm) 25 25 / 35 25 / 35 25 / 35 25 / 35 F Altezza libera (mm) 190 191 / 231 191 / 231 191 / 231 191 / 231 G Vano avvolgibile (mm) VO 185 VW 175 VO 190 / 225 VW 190 / 215 VO 190 / 230 VW 190 / 230 VO 190 / 230 VW 190 / 230 VO 190 / 230 VW 190 / 230 ROKA-VARIO-RG Standard: rifinitura PLATINUM® con gabbia in acciaio a maglie fitte ROKA-VARIO-clinker (VO) ROKA-VARIO-WDVS (VW) ROKA-VARIO VO 24 VW 24 ROKA-VARIO VO 28 VW 28 ROKA-VARIO VO 30 VW 30 ROKA-VARIO VO 34,5 VW 34,5 ROKA-VARIO VO36,5 VW 36,5 A Larghezza cassonetto (mm) 240 280 300 345 365 B Altezza cassonetto (mm) 250 250 / 300 250 / 300 250 / 300 250 / 300 C Spessore lato interno (mm) 55 55 55 75 75 D Larghezza libera (mm) VO 185 VW 175 VO 225 VW 215 VO 245 VW235 VO 270 VW 260 VO 290 VW 280 E Altezza libera (mm) 185 185 / 235 185 / 235 185 / 235 185 / 235 F Vano avvolgibile (mm) VO 185 VW 175 VO 185 / 225 VW 185 / 215 VO 185 / 235 VW185 / 235 VO 185 / 235 VW 185 / 235 VO 185 / 235 VW 185 / 235 ROKA-VARIO Gabbia da 3 mm in acciaio integrata ROKA-VARIO-PLATINUM® Rifinitura PLATINUM® con inserimento lamiera profilata in acciaio ROKA-VARIO Ispezione dall’interno ROKA-VARIO-clinker (VO) su facciata in clinker ROKA-VARIO-WDVS (VW) in sistema composito di isolamento termico ROKA-VARIO-RG-clinker (VO) su facciata in clinker ROKA-VARIO-RG-WDVS ( VW) in sistema composito di isolamento termico 34 E 31 B 10* D C A ø F 34 F E B 10* D C A 80 ø G Attenzione: tutte le misure sono approssimative e sono soggette a tolleranza; i materiali naturali e i prodotti in polistirolo presentano per questo un diverso grado di raffreddamento e indurimento.",The image shows the ROKA-VARIO-clinker (VO) 9 ROKA-VARIO-RG with an environmental side ROKA-VARIO-RG-clinker (VO) ROKA-VARIO-RG-WDVS (VW) ROKA-VARIO-RG VO 24 VW 24 ROKA-VARIO-RG VO 28 VW 28 ROKA-VARIO-RG VO 30 VW 30 ROKA-VARIO-RG VO 34.5 VW 34.5 ROKA-VARIO-RG VO 36.5 VW 36.5.,ita_Latn,eng_Latn,pdf_mining
Dal mini profilo 37 fino al maxi profilo 52 in molti colori standard e numerose varianti.,From the mini profile 37 to the maxi profile 52 in many standard colors and numerous variations.,ita_Latn,eng_Latn,pdf_mining
Dal mini profilo 37 fino al maxi profilo 52 in molti colori standard e numerose varianti.,De la mini profilé 37 à la maxi profilé 52 dans beaucoup de couleurs standard et de nombreuses variantes.,ita_Latn,fra_Latn,pdf_mining
Dal mini profilo 37 fino al maxi profilo 52 in molti colori standard e numerose varianti.,Des perfiles mini de 37 a maxi de 52 en muchos colores estándar y numerosas variantes.,ita_Latn,spa_Latn,pdf_mining
Anche ROKA-VARIO è disponibile con ispezione interna o chiuso su lato ambiente (RG).,ROKA-VARIO is also available with internal inspection or sealed against the environment (RG).,ita_Latn,eng_Latn,pdf_mining
"Uno speciale software sviluppato da Beck+Heun calcola, data la larghezza della finestra, l’altezza dell’arco e la misura di montaggio della finestra, quale deve essere l’aspetto dell’arco, in modo che la finestra si apra a 90°.","A special software developed by Beck+Heun calculates, based on the window width, the height of the arch, and the mounting measurement of the window, what the arch shape should be, so that the window opens at 90 degrees.",ita_Latn,eng_Latn,pdf_mining
"Uno speciale software sviluppato da Beck+Heun calcola, data la larghezza della finestra, l’altezza dell’arco e la misura di montaggio della finestra, quale deve essere l’aspetto dell’arco, in modo che la finestra si apra a 90°.","Un logiciel spécial développé par Beck+Heun calcule, en fonction de la largeur de la fenêtre, de l'altitude de l'arc et de la mesure d'installation de la fenêtre, quelle doit être la forme de l'arc, de sorte que la fenêtre puisse s'ouvrir à 90°.",ita_Latn,fra_Latn,pdf_mining
"Uno speciale software sviluppato da Beck+Heun calcola, data la larghezza della finestra, l’altezza dell’arco e la misura di montaggio della finestra, quale deve essere l’aspetto dell’arco, in modo che la finestra si apra a 90°.","Un software especial desarrollado por Beck+Heun calcula, teniendo en cuenta el ancho de la ventana, la altura del arco y la medida de instalación de la ventana, cuál debe ser la forma del arco, de manera que la",ita_Latn,spa_Latn,pdf_mining
"Le molle di sicurezza facilitano il montaggio, con risparmio di tempo e denaro.","The shock absorbers facilitate mounting, saving time and money.",ita_Latn,eng_Latn,pdf_mining
"Le molle di sicurezza facilitano il montaggio, con risparmio di tempo e denaro.","Les amortisseurs facilitent la montage, économisant du temps et de l'argent.",ita_Latn,fra_Latn,pdf_mining
"Le molle di sicurezza facilitano il montaggio, con risparmio di tempo e denaro.","Los amortiguadores facilitan la montaje, ahorrando tiempo y dinero.",ita_Latn,spa_Latn,pdf_mining
"37 45 52 37 45 52 8 11,5 14 8,3 8,5 13,8 Accessori in generale Nel nostro pacchetto sono compresi i semplici fori di passaggio cinghia isolati nella classe 2 di impermeabilità all’aria e tutto quello di cui si ha bisogno per il funzionamento delle tapparelle inserite nei nostri elementi.","In general, our package includes simple passage holes for belts, classified as class 2 for air impermeability, and all that is required for the functioning of the valves inserted in our elements.",ita_Latn,eng_Latn,pdf_mining
"37 45 52 37 45 52 8 11,5 14 8,3 8,5 13,8 Accessori in generale Nel nostro pacchetto sono compresi i semplici fori di passaggio cinghia isolati nella classe 2 di impermeabilità all’aria e tutto quello di cui si ha bisogno per il funzionamento delle tapparelle inserite nei nostri elementi.","En ce qui concern les accessoires en général, notre paquet comprend des trous simples pour ceintures de classe 2 pour l'étancheité à l'air et tout ce qui est nécessaire au fonctionnement des vannes insérées dans nos éléments.",ita_Latn,fra_Latn,pdf_mining
"37 45 52 37 45 52 8 11,5 14 8,3 8,5 13,8 Accessori in generale Nel nostro pacchetto sono compresi i semplici fori di passaggio cinghia isolati nella classe 2 di impermeabilità all’aria e tutto quello di cui si ha bisogno per il funzionamento delle tapparelle inserite nei nostri elementi.","En lo que respecta a los accesorios en general, nuestro paquete incluye pasadas sencillas para cintas, clasificadas en la clase 2 para la impermeabilidad al aire, y todo lo que sea necesario para el funcionamiento de las tapas insertadas en nuestros elementos.",ita_Latn,spa_Latn,pdf_mining
Integrabile alla facciata L’integrazione invisibile dei cassonetti alla parete esterna la protegge dal degrado atmosferico e dallo sporco.,"""The integration of the cabinets into the facade makes them invisible, protecting them from atmospheric decay and dirt.""",ita_Latn,eng_Latn,pdf_mining
Integrabile alla facciata L’integrazione invisibile dei cassonetti alla parete esterna la protegge dal degrado atmosferico e dallo sporco.,"""L'intégration des boîtes dans la façade fait qu'elles demeurent invisibles, les protégeant de la dégradation atmosphérique et du sale.""",ita_Latn,fra_Latn,pdf_mining
Integrabile alla facciata L’integrazione invisibile dei cassonetti alla parete esterna la protegge dal degrado atmosferico e dallo sporco.,"""La integración de los arcones en la fachada los hace invisibles, protegiéndolos de la decadencia atmosférica y la suciedad.""",ita_Latn,spa_Latn,pdf_mining
www.beck-heun.de MADE IN GERMANY Innalzare la qualità della vita e proteggere risparmiando energia!,"""www.beck-heun.de - Improve the quality of life and save energy, Made in Germany!""",ita_Latn,eng_Latn,pdf_mining
Serve al fissaggio del traverso della finestra e può contribuire alla sua stabilità.,Contributes to the fixing of the transom of the window and helps in its stability.,ita_Latn,eng_Latn,pdf_mining
Serve al fissaggio del traverso della finestra e può contribuire alla sua stabilità.,Apporte à la fixation du traverse de la fenêtre et peut contribuer à sa stabilité.,ita_Latn,fra_Latn,pdf_mining
Serve al fissaggio del traverso della finestra e può contribuire alla sua stabilità.,Colabora en la fijación del traverso de la ventana y puede ayudar en su estabilidad.,ita_Latn,spa_Latn,pdf_mining
Beck+Heun garantisce quindi una apertura della finestra a 90°.,Beck+Heun ensures therefore a window opening of 90 degrees.,ita_Latn,eng_Latn,pdf_mining
"Oltre che per il perfetto isolamento termico, convince anche per il suo funzionamento stabile e la sua adattabilità a pareti di diverse strutture.","Besides its perfect thermal insulation, it is also convincing for its stable operation and its adaptability to various wall structures.",ita_Latn,eng_Latn,pdf_mining
"Oltre che per il perfetto isolamento termico, convince anche per il suo funzionamento stabile e la sua adattabilità a pareti di diverse strutture.","En plus de sa parfaite isolation thermique, elle est également convaincante en raison de sa fonctionnement stable et de sa capacité à s'adapter à des murs de structures diverses.",ita_Latn,fra_Latn,pdf_mining
"Oltre che per il perfetto isolamento termico, convince anche per il suo funzionamento stabile e la sua adattabilità a pareti di diverse strutture.","Además de su aislamiento termico perfecto, es también convincente por su funcionamiento estable y su adaptabilidad a paredes de diferentes estructuras.",ita_Latn,spa_Latn,pdf_mining
"Variante A Variante B 15 Apertura finestra garantita a 90° Nel caso di una progettazione inadeguata dei cassonetti per avvolgibili, al momento dell’apertura della finestra ad arco tondo o arco ribassato l’anta urta l’arco interno del celino sovrastante.","In the case of insufficient design of wrappable boxes, when opening a round or arched window, the sash hits the internal arch of the overlying celining.",ita_Latn,eng_Latn,pdf_mining
"Variante A Variante B 15 Apertura finestra garantita a 90° Nel caso di una progettazione inadeguata dei cassonetti per avvolgibili, al momento dell’apertura della finestra ad arco tondo o arco ribassato l’anta urta l’arco interno del celino sovrastante.","Dans le cas d'un dessin insuffisant des boîtes pliables, lors de l'ouverture d'une fenêtre en arc ou en demi-lune, la montre interne hebergeant l'arc intérieur du plafond supérieur est touchée.",ita_Latn,fra_Latn,pdf_mining
"Variante A Variante B 15 Apertura finestra garantita a 90° Nel caso di una progettazione inadeguata dei cassonetti per avvolgibili, al momento dell’apertura della finestra ad arco tondo o arco ribassato l’anta urta l’arco interno del celino sovrastante.","En el caso de un diseño insuficiente de cajas dobles, al abrir una ventana semicircular o arqueada, la silla interna choca contra el arco interior del techo superior.",ita_Latn,spa_Latn,pdf_mining
"Accessori di alta qualità Sia i guidacinghia, che abbattono fino al 95 % dei costi energetici e che corrispondono alla classe 2di tenuta luce, che le guide di scorri- mento sono disponibili in tutti i colori RAL che si desiderano.","""High-quality accessories: be it the guidance systems, which reduce energy costs by up to 95%, or the class 2 lighting guides, which are available in all desired RAL colors for roller guides.""",ita_Latn,eng_Latn,pdf_mining
"Accessori di alta qualità Sia i guidacinghia, che abbattono fino al 95 % dei costi energetici e che corrispondono alla classe 2di tenuta luce, che le guide di scorri- mento sono disponibili in tutti i colori RAL che si desiderano.","""Accessoires de haute qualité : soient les systèmes de guidage, réduisant les coûts énergétiques jusqu'à 95 %, ou les guides de éclairage de classe 2, qui sont disponibles dans tous les tons RAL désirés pour les guides de roulement.""",ita_Latn,fra_Latn,pdf_mining
"Accessori di alta qualità Sia i guidacinghia, che abbattono fino al 95 % dei costi energetici e che corrispondono alla classe 2di tenuta luce, che le guide di scorri- mento sono disponibili in tutti i colori RAL che si desiderano.","""Accesorios de alta calidad: sean los sistemas de guía, que reducen los costes energéticos hasta un 95 %, o las guías de iluminación de clase 2, que están disponibles en todos los colores RAL deseados para las guías de rodad",ita_Latn,spa_Latn,pdf_mining
"Misura 1 Arco tondo: Misura libera costruzione – 3 cm (larghezza) – 1,5 cm (altezza) = misura arco esterno arco ribassato: Misura libera costruzione – 1,5 cm (altezza) = misura arco esterno Misura 2 Misura libera costruzione = misura arco centrale Misura 3 Misura libera costruzione + 2 x taglio muratura = misura arco interno Misura 4 Misura libera costruzione + 2 x taglio muratura + 2 x 12,5 cm (imbotte muratura) = misura finita cassonetto Misura 1 (arco esterno) Misura 2 (arco centrale) Misura 3 (arco interno) Misura 4 (misura finita cassonetto) Misura 1 (arco esterno) Misura 2 (arco centrale) Misura 3 (misura finita cassonetto) TIPO 1 senza taglio muratura ROKA-RUBO EXKLUSIV TIPO 2 con taglio muratura 370 220 40 13 70 110 40 Muratura possibile a partire da 240 355 15 Altezza 2 Altezza 1 Altezza 3 370 355 15 220 40 13 70 5040 Muratura possibile a partire da 240 Altezza 2 Altezza 1 Altezza 3 ROKA-RUBO EXKLUSIV-RG Misura 1 Arco tondo: ½ misura libera costruzione – 1,5 cm (altezza) =altezza arco esterno Arco ribassato: altezza libera arco –1,5 cm (altezza) = altezza arco esterno Misura 2 Arco tondo: ½ misura libera costruzione = altezza arco centrale Arco ribassato: altezza libera arco = altezza arco centrale Misura 3 Tipo 1 senza taglio muratura: Altezza arco centrale + 12,0 cm variazione max.",Measurement 1 for an arch: Free construction measurement – 3 cm (width) – 1.5 cm (height) = measurement for the external arch of a recessed arch: Free construction measurement – 1.5 cm (height) = measurement for the external arch. Measurement 2: Free construction measurement = measurement for the central arch. Measurement 3: Free construction measurement + 2 x masonry cuts = measurement for the inner arch. Measurement 4: Free construction measurement + 2 x masonry cuts + 2 x 12.5 cm (masonry inserts) = finished measurement for the cassette. Measurement 1 (external arch) Measurement 2 (central arch) Measurement 3 (inner arch) Measurement 4 (finished measurement for the cassette). Measurement 1 (external arch) Measurement 2,ita_Latn,eng_Latn,pdf_mining
"Per questo teniamo molto alla qualità, alla funzionalità e al servizio.","For this we hold quality, functionality, and service in high regard.",ita_Latn,eng_Latn,pdf_mining
"Per questo teniamo molto alla qualità, alla funzionalità e al servizio.","Pour cela, nous tenons très en considération la qualité, la fonctionnalité et le service.",ita_Latn,fra_Latn,pdf_mining
"Per questo teniamo molto alla qualità, alla funzionalità e al servizio.","Para esto, tenemos mucho en cuenta la calidad, la funcionalidad y el servicio.",ita_Latn,spa_Latn,pdf_mining
"ROKA-OUTSIDE non possiede al suo interno alcun punto debole, poiché il vano avvolgibile è disposto completamente fuori dalla finestra.","The ROKA-OUTSIDE does not have any weak points inside, because the wrap-around chamber is completely outside the window.",ita_Latn,eng_Latn,pdf_mining
"ROKA-OUTSIDE non possiede al suo interno alcun punto debole, poiché il vano avvolgibile è disposto completamente fuori dalla finestra.","Le ROKA-OUTSIDE n'a pas de point faible intérieur, car la chambre enroulable est entièrement placée à l'extérieur de la fenêtre.",ita_Latn,fra_Latn,pdf_mining
"ROKA-OUTSIDE non possiede al suo interno alcun punto debole, poiché il vano avvolgibile è disposto completamente fuori dalla finestra.","El ROKA-OUTSIDE no tiene puntos débiles dentro, porque la cámara envolvente está completamente fuera de la ventana.",ita_Latn,spa_Latn,pdf_mining
"larghezza coperchio ispezione 175 mm Possibili tutte le misure a partire da 300 mm Listello di fissaggio alla finestra 12,5 cm Appoggio x 12,5 cm Appoggio .",Lid width for inspection is 175 mm. All sizes are possible starting from 300 mm. Window sill width is 12.5 cm. Sill height is 12.5 cm. Sill.,ita_Latn,eng_Latn,pdf_mining
"larghezza coperchio ispezione 175 mm Possibili tutte le misure a partire da 300 mm Listello di fissaggio alla finestra 12,5 cm Appoggio x 12,5 cm Appoggio .","La largeur du couvercle d'inspection est de 175 mm. Toutes les tailles sont possibles à partir de 300 mm. La largeur du linteau d'installation dans la fenêtre est de 12,5 cm. La hauteur du linteau est de 12,5 cm. Linteau.",ita_Latn,fra_Latn,pdf_mining
"larghezza coperchio ispezione 175 mm Possibili tutte le misure a partire da 300 mm Listello di fissaggio alla finestra 12,5 cm Appoggio x 12,5 cm Appoggio .","Ancho de tapa de inspección es de 175 mm. Todas las medidas son posibles a partir de 300 mm. Ancho del zócalo en la ventana es de 12,5 cm. Altura del zócal",ita_Latn,spa_Latn,pdf_mining
